pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag,ra,dec
Kepler-394 b,8.00501300,,,,1.600,0.820,-0.820,1.11,1.13,6402.00,0,296.301953,50.672318
Kepler-394 c,12.13068600,,,,1.660,0.860,-0.860,1.11,1.13,6402.00,0,296.301953,50.672318
Kepler-395 c,34.98926200,,,,1.320,0.090,-0.090,0.53,0.56,4262.00,0,293.511099,45.136598
Kepler-397 c,135.49852700,,,,6.180,0.560,-0.560,,0.77,5307.00,1,295.894109,42.380451
Kepler-398 b,4.08142300,,,,0.930,0.100,-0.100,,0.61,4493.00,0,291.468662,40.343853
Kepler-398 c,11.41941200,,,,1.010,0.110,-0.110,,0.61,4493.00,0,291.468662,40.343853
Kepler-399 c,26.67569000,,,,1.430,0.770,-0.770,,0.68,5502.00,0,299.501738,40.670806
Kepler-399 d,58.03461600,,,,1.890,1.010,-1.010,,0.68,5502.00,0,299.501738,40.670806
Kepler-400 b,9.02438900,,,,1.650,0.300,-0.300,,1.15,5886.00,0,290.944481,40.480035
Kepler-400 c,17.34082400,,,,1.490,0.280,-0.280,,1.15,5886.00,0,290.944481,40.480035
Kepler-401 c,47.31821800,,,,2.150,0.400,-0.400,,1.33,6117.00,0,290.082749,50.863483
Kepler-402 b,4.02875100,,,,1.220,0.240,-0.240,,1.26,6090.00,0,288.370225,43.354610
Kepler-402 c,6.12482100,,,,1.560,0.350,-0.350,,1.26,6090.00,0,288.370225,43.354610
Kepler-402 e,11.24286100,,,,1.460,0.290,-0.290,,1.26,6090.00,0,288.370225,43.354610
Kepler-1556 b,8.82713457,,,,1.960,0.400,-0.150,0.97,0.95,5608.00,0,288.397002,40.213200
Kepler-1557 b,3.74032496,,,,1.530,0.500,-0.210,1.11,1.17,6099.00,0,293.881413,46.838879
Kepler-1559 b,0.97191543,,,,0.720,0.070,-0.050,0.86,0.82,5316.00,0,292.286580,42.072456
Kepler-1560 b,3.03195744,,,,0.890,0.180,-0.090,1.02,1.02,5815.00,0,292.784608,43.215984
Kepler-1561 b,1.00520701,,,,1.090,0.260,-0.180,1.07,1.11,5957.00,0,296.923604,43.566467
Kepler-1563 b,3.43276598,,,,0.750,0.120,-0.080,1.00,0.99,5765.00,0,288.573588,51.472755
Kepler-1564 b,18.05403810,,,,1.470,0.190,-0.130,0.93,0.90,5528.00,0,290.586124,46.642689
Kepler-1565 b,1.53818844,,,,1.190,0.080,-0.120,0.76,0.73,4940.00,0,297.952967,40.806808
Kepler-1566 b,0.53991524,,,,0.790,0.080,-0.050,0.84,0.81,5254.00,0,283.587614,40.574927
Kepler-1568 b,20.92539200,,,,1.300,0.210,-0.150,1.09,1.19,5956.00,0,289.182664,47.873383
Kepler-1569 b,5.79180156,,,,1.680,0.730,-0.310,1.25,1.40,6319.00,0,292.204706,37.221220
Kepler-1570 b,26.54895500,,,,1.070,0.190,-0.100,0.92,0.89,5550.00,0,299.861833,45.827354
Kepler-1571 b,3.38555488,,,,1.520,0.680,-0.340,1.23,1.39,6297.00,0,300.935406,45.596546
Kepler-1573 b,2.61575540,,,,1.200,0.230,-0.110,1.01,1.00,5808.00,0,292.988348,49.484970
Kepler-1574 b,6.94243340,,,,1.290,0.280,-0.150,1.06,1.08,5892.00,0,292.158664,49.637760
Kepler-1575 b,2.55314213,,,,1.310,0.200,-0.130,0.95,0.92,5667.00,0,293.743250,45.761597
Kepler-1577 b,6.30560247,,,,1.130,0.050,-0.110,0.78,0.74,4862.00,0,292.955275,47.573105
Kepler-1578 b,1.45088691,,,,1.040,0.110,-0.110,0.90,0.86,5545.00,0,288.302000,47.775555
Kepler-1579 b,0.84990789,,,,0.840,0.060,-0.050,0.75,0.70,4584.00,0,293.288009,43.514988
Kepler-1580 b,56.64492790,,,,2.110,0.300,-0.310,1.47,2.15,6228.00,0,285.968722,41.363559
Kepler-1582 b,4.83817712,,,,1.490,0.170,-0.140,0.28,0.30,3208.00,0,289.376650,41.158613
Kepler-1583 b,9.32807355,,,,0.600,0.090,-0.050,0.94,0.91,5645.00,0,286.386934,47.016628
Kepler-1584 b,13.39970990,,,,1.610,0.400,-0.210,1.10,1.13,6069.00,0,287.762683,43.274429
Kepler-1585 b,3.58274630,,,,1.790,0.250,-0.160,0.94,0.91,5538.00,0,296.159005,44.563114
Kepler-1587 b,9.40604670,,,,1.330,0.470,-0.240,1.08,1.22,5933.00,0,292.677726,49.663910
Kepler-1588 b,7.84931739,,,,0.760,0.110,-0.070,0.96,0.99,5817.00,0,288.232715,48.002178
Kepler-1589 b,0.99166527,,,,1.090,0.440,-0.170,1.18,1.25,6166.00,0,294.441792,40.571686
Kepler-665 b,16.01310205,,,,2.600,0.150,-0.150,0.79,0.74,4913.00,0,297.025630,48.478596
Kepler-666 b,4.49876092,,,,2.400,0.580,-0.280,1.03,1.05,5887.00,0,298.456840,48.791592
Kepler-668 b,8.35390639,,,,2.700,0.230,-0.180,0.87,0.82,5352.00,0,285.499250,49.277348
Kepler-669 b,4.12554687,,,,4.830,1.280,-0.550,1.15,1.20,6038.00,0,291.936173,49.253986
Kepler-670 b,2.81650485,,,,13.180,2.940,-1.210,0.99,0.99,5709.00,0,297.015468,49.225292
Kepler-672 b,38.37746230,,,,2.500,0.320,-0.180,0.95,0.92,5627.00,0,291.722008,49.480877
Kepler-673 b,3.72873109,,,,6.540,0.530,-0.480,0.88,0.84,5355.00,0,290.785759,50.054119
Kepler-674 b,2.24338185,,,,1.690,0.100,-0.070,0.60,0.57,4192.00,0,285.176211,50.149818
Kepler-675 b,2.33743801,,,,2.440,0.240,-0.160,0.79,0.75,4945.00,0,293.833326,50.230354
Kepler-677 b,6.57531678,,,,5.380,1.170,-0.420,1.00,0.99,5723.00,0,290.098067,50.321609
Kepler-678 b,7.27503724,,,,5.140,0.660,-0.350,0.94,0.91,5520.00,0,295.455293,50.494560
Kepler-679 b,12.39358604,,,,3.010,0.320,-0.390,0.87,0.84,5403.00,0,296.021342,50.567783
K2-24 b,20.88508000,,,,5.830,0.600,-0.600,1.12,1.21,5743.00,0,242.573715,-24.990332
K2-24 c,42.36342000,,,,8.100,0.820,-0.820,1.12,1.21,5743.00,0,242.573715,-24.990332
Kepler-680 b,3.68992629,,,,2.420,0.820,-0.250,1.08,1.11,5890.00,0,291.622410,50.618237
Kepler-681 b,26.39435646,,,,3.080,0.160,-0.160,0.80,0.76,5021.00,0,289.399721,51.250324
Kepler-682 b,12.61190667,,,,7.370,0.770,-0.500,0.92,0.89,5559.00,0,289.112222,51.737381
Kepler-683 b,2.53918318,,,,1.970,0.340,-0.170,0.96,0.95,5703.00,0,291.439982,37.905656
Kepler-684 b,6.77030201,,,,3.360,0.300,-0.300,0.89,0.86,5493.00,0,290.870517,38.273635
Kepler-685 b,1.62552220,,,,10.580,3.060,-1.190,1.11,1.16,5963.00,0,293.871930,38.422949
Kepler-55 f,10.19854500,,,,1.590,0.100,-0.100,0.62,0.62,4503.00,1,285.168338,44.026466
Kepler-61 b,59.87756000,,,,2.150,0.130,-0.130,0.64,0.62,4017.00,0,295.304508,42.475290
Kepler-431 c,8.70300000,,,,0.668,,,1.07,1.09,6004.00,0,281.112335,43.227789
Kepler-436 b,64.00205000,,,,2.730,0.230,-0.240,0.73,0.70,4651.00,0,301.720753,44.412063
Kepler-439 b,178.13960000,,,,2.240,0.160,-0.450,0.88,0.87,5431.00,0,280.801566,44.033994
Kepler-442 b,112.30530000,,,,1.340,0.110,-0.180,0.61,0.60,4402.00,0,285.366589,39.280081
Kepler-444 d,6.18939200,,,,0.530,0.022,-0.019,0.76,0.75,5046.00,0,289.752289,41.634605
Kepler-446 b,1.56540900,,,,1.500,0.250,-0.250,0.22,0.24,3359.00,0,282.250207,44.921102
Kepler-50 c,9.37647000,,,,2.170,0.070,-0.080,1.24,1.58,6225.00,1,288.100873,50.033718
Kepler-65 c,5.85994400,,,,2.580,0.060,-0.060,1.25,1.41,6211.00,1,288.688700,41.151173
Kepler-403 b,7.03146200,,,,1.250,0.220,-0.220,,1.33,6090.00,0,289.921461,46.744560
Kepler-403 c,54.28074900,,,,1.750,0.320,-0.320,,1.33,6090.00,0,289.921461,46.744560
Kepler-404 c,14.75116600,,,,1.720,0.850,-0.850,,0.88,5654.00,0,286.398631,45.343533
Kepler-405 b,10.61383900,,,,2.080,0.990,-0.990,,0.89,5818.00,0,291.409458,38.340030
Kepler-405 c,29.72668200,,,,4.660,26.650,-26.650,,0.89,5818.00,1,291.409458,38.340030
Kepler-407 b,0.66931000,,,,1.070,0.020,-0.020,1.00,1.01,5476.00,0,286.036347,49.614506
Kepler-408 b,2.46502000,,,,0.820,0.030,-0.030,1.08,1.23,6104.00,0,284.786175,48.423233
Kepler-411 b,3.00516000,,,,1.880,0.200,-0.200,0.83,0.79,4974.00,0,287.605582,49.523262
Kepler-415 c,8.70800000,,,,,,,0.67,0.64,,1,293.804434,38.639131
Kepler-417 c,15.94300000,,,,,,,0.90,0.81,,1,293.824314,42.779705
Kepler-421 b,704.19840000,,,,4.160,0.190,-0.160,0.79,0.76,5308.00,0,283.256822,45.087776
KIC 10001893 b,0.21970000,,,,,,,,,27500.00,0,287.389188,46.984489
Kepler-430 b,35.96800000,,,,3.250,,,1.17,1.49,5884.00,0,292.808636,49.579445
Kepler-431 b,6.80300000,,,,0.764,,,1.07,1.09,6004.00,0,281.112335,43.227789
Kepler-1604 b,0.68368426,,,,1.410,0.190,-0.110,0.81,0.76,4976.00,0,285.410633,44.412212
Kepler-1605 b,85.75654950,,,,1.080,0.090,-0.080,0.86,0.82,5280.00,0,287.134895,47.488621
Kepler-1606 b,196.43522400,,,,2.070,0.230,-0.150,0.90,0.86,5422.00,0,286.378264,43.073250
Kepler-1607 b,13.64736760,,,,0.920,0.330,-0.140,1.14,1.21,6116.00,0,296.059869,42.656051
Kepler-1591 b,8.18504949,,,,1.270,0.410,-0.190,1.10,1.16,6082.00,0,296.516659,44.608608
Kepler-1592 b,3.05710069,,,,1.540,0.700,-0.280,1.18,1.28,6213.00,0,293.850646,38.397749
Kepler-1593 b,174.50983500,,,,3.170,0.300,-0.280,0.81,0.77,4995.00,0,300.488180,44.460670
Kepler-1594 b,2.71603809,,,,1.060,0.260,-0.120,1.06,1.08,5946.00,0,293.623090,47.961914
Kepler-1596 b,66.37337900,,,,1.900,0.250,-0.170,0.95,0.92,5706.00,0,285.557511,49.330074
Kepler-1597 b,2.94654179,,,,1.060,0.470,-0.170,1.25,1.39,6377.00,0,288.163973,42.481083
Kepler-1598 b,4.34195123,,,,0.950,0.280,-0.100,1.07,1.09,5940.00,0,288.469102,46.783680
Kepler-1600 b,386.37054800,,,,3.130,0.280,-0.170,0.86,0.82,5214.00,0,291.399384,38.787752
Kepler-1601 b,2.20921951,,,,0.820,0.240,-0.110,1.04,1.07,5869.00,0,285.512943,38.079748
Kepler-1602 b,11.17931605,,,,1.340,0.580,-0.230,1.22,1.36,6296.00,0,293.580858,40.427478
Kepler-1603 b,2.27163926,,,,1.290,0.470,-0.190,1.21,1.31,6241.00,0,295.329843,42.534966
Kepler-1608 b,16.47356860,,,,1.730,0.160,-0.190,0.75,0.72,4992.00,0,295.563558,39.417606
Kepler-1609 b,114.34219000,,,,2.220,0.900,-0.320,1.18,1.27,6132.00,0,290.146555,39.665821
Kepler-1610 b,8.70181574,,,,1.610,0.190,-0.130,0.91,0.87,5383.00,0,295.905010,45.405434
Kepler-1611 b,5.17624290,,,,0.810,0.160,-0.070,0.94,0.93,5605.00,0,296.512049,49.727764
Kepler-1612 b,3.91795101,,,,1.030,0.180,-0.110,0.96,0.94,5643.00,0,291.250279,45.655075
Kepler-1613 b,1.51842990,,,,2.080,0.440,-0.510,1.08,1.12,6005.00,0,289.875041,43.420963
Kepler-1614 b,3.94661410,,,,1.490,0.120,-0.150,0.79,0.76,5121.00,0,284.871334,49.775913
Kepler-1615 b,47.31261920,,,,2.060,0.480,-0.580,1.04,1.05,5865.00,0,286.359226,42.227478
Kepler-1616 b,6.76284377,,,,1.020,0.470,-0.150,1.21,1.34,6266.00,0,286.543637,45.304874
Kepler-1617 b,27.47855720,,,,1.200,0.370,-0.160,1.15,1.22,6167.00,0,287.937219,46.418491
Kepler-1618 b,6.10826019,,,,1.260,0.520,-0.240,1.41,1.65,6620.00,0,295.175391,45.930908
Kepler-1619 b,23.62259130,,,,0.760,0.150,-0.080,1.00,1.00,5852.00,0,285.703472,44.422001
Kepler-689 b,22.36656079,,,,2.890,0.350,-0.230,0.91,0.88,5518.00,0,294.710624,39.521744
Kepler-686 b,1.59474546,,,,12.150,1.970,-1.010,0.94,0.92,5649.00,0,285.213807,39.027485
Kepler-690 b,7.74809437,,,,5.950,1.830,-0.750,1.11,1.16,5913.00,0,294.489906,39.771446
Kepler-691 b,8.11437900,,,,2.090,0.090,-0.090,0.53,0.50,3715.00,0,288.812003,40.033398
Kepler-687 b,20.50586978,,,,3.520,0.160,-0.200,0.77,0.73,4841.00,0,289.315452,39.153285
Kepler-688 b,3.89593684,,,,9.760,1.760,-0.970,0.98,0.96,5715.00,0,294.655242,39.308366
Kepler-692 b,21.81293494,,,,3.110,0.370,-0.230,0.90,0.86,5440.00,0,294.776840,40.153738
Kepler-693 b,15.37563332,,,,10.180,0.500,-0.770,0.76,0.72,4881.00,0,283.253557,40.358196
Kepler-694 b,6.36584161,,,,2.800,0.520,-0.220,0.97,0.95,5700.00,0,291.149507,40.420518
Kepler-695 b,3.04033042,,,,9.210,0.710,-0.560,0.84,0.80,5181.00,0,299.316097,40.822362
Kepler-696 b,4.19042557,,,,6.140,1.630,-0.700,1.06,1.08,5903.00,0,293.496610,41.137592
Kepler-697 b,3.70987065,,,,4.130,0.550,-0.310,0.92,0.88,5513.00,0,283.864390,41.346458
Kepler-698 b,16.32976218,,,,3.680,0.450,-0.450,0.94,0.91,5612.00,0,288.509997,41.301769
Kepler-699 b,27.80756293,,,,14.110,1.390,-1.210,0.81,0.78,5330.00,0,296.888201,41.396091
Kepler-700 b,80.87206390,,,,5.990,0.910,-0.500,0.98,0.96,5692.00,0,287.154300,41.565788
Kepler-701 b,10.35533177,,,,2.840,0.220,-0.450,0.88,0.84,5343.00,0,288.994182,41.633278
Kepler-702 b,10.52629406,,,,9.170,0.840,-0.580,0.90,0.86,5419.00,0,293.878112,41.661770
Kepler-703 b,4.58352176,,,,8.200,3.710,-1.390,1.18,1.27,6185.00,0,299.186861,41.742682
Kepler-704 b,3.76182115,,,,2.610,0.600,-0.430,0.97,0.96,5616.00,0,283.316391,41.837120
Kepler-705 b,56.05605380,,,,2.110,0.100,-0.080,0.53,0.51,3722.00,0,289.508502,41.812107
Kepler-706 b,41.40831347,,,,13.170,1.190,-0.880,0.87,0.84,5394.00,0,291.760406,41.944077
Kepler-707 b,2.23749275,,,,1.330,0.090,-0.100,0.80,0.76,5099.00,0,290.007570,42.116459
Kepler-708 b,3.16789194,,,,2.930,0.640,-0.280,0.97,0.96,5692.00,0,293.816466,42.212498
Kepler-709 b,16.08524954,,,,2.920,0.180,-0.190,0.80,0.77,5071.00,0,292.105207,42.380318
Kepler-245 e,3.21982106,,,,1.750,0.080,-0.060,0.80,0.80,5100.00,0,291.638965,42.436317
Kepler-711 b,23.58914398,,,,3.410,0.340,-0.630,0.84,0.80,5222.00,0,297.460015,42.839924
Kepler-712 b,21.02247699,,,,3.410,0.140,-0.110,0.84,0.78,5148.00,0,294.909734,42.935261
Kepler-66 b,17.81581500,,,,2.800,0.160,-0.160,1.04,0.97,5962.00,0,293.981569,46.687748
Kepler-82 b,26.44400000,,,,4.000,1.820,-1.820,0.85,0.94,5428.00,1,292.873390,42.966137
Kepler-83 b,9.77000000,,,,2.830,0.410,-0.410,0.66,0.59,4648.00,1,282.232525,43.665627
Kepler-84 c,12.88300000,,,,2.360,0.110,-0.110,1.00,1.17,6031.00,1,298.252049,40.496077
Kepler-85 b,8.30600000,,,,1.970,0.100,-0.100,0.92,0.89,5436.00,1,290.973429,45.290318
Kepler-443 b,177.66930000,,,,2.330,0.190,-0.220,0.74,0.71,4723.00,0,288.610544,49.968632
Kepler-431 d,11.92200000,,,,1.110,,,1.07,1.09,6004.00,0,281.112335,43.227789
Kepler-437 b,66.65062000,,,,2.140,0.220,-0.170,0.71,0.68,4551.00,0,297.347393,44.026947
Kepler-438 b,35.23319000,,,,1.120,0.160,-0.170,0.54,0.52,3748.00,0,281.645806,41.951092
Kepler-440 b,101.11141000,,,,1.860,0.240,-0.190,0.57,0.56,4134.00,0,285.349952,41.452206
Kepler-441 b,207.24820000,,,,1.640,0.220,-0.240,0.57,0.55,4340.00,0,284.566904,49.012546
Kepler-444 b,3.60010530,,,,0.403,0.016,-0.014,0.76,0.75,5046.00,0,289.752289,41.634605
Kepler-444 c,4.54588410,,,,0.497,0.021,-0.017,0.76,0.75,5046.00,0,289.752289,41.634605
Kepler-444 f,9.74048600,,,,0.741,0.041,-0.040,0.76,0.75,5046.00,0,289.752289,41.634605
Kepler-445 b,2.98415100,,,,1.580,0.230,-0.230,0.18,0.21,3157.00,0,298.736067,46.498552
Kepler-445 d,8.15275000,,,,1.250,0.190,-0.190,0.18,0.21,3157.00,0,298.736067,46.498552
Kepler-446 d,5.14892100,,,,1.350,0.220,-0.220,0.22,0.24,3359.00,0,282.250207,44.921102
Kepler-1620 b,101.95182900,,,,1.610,0.640,-0.270,1.15,1.23,6157.00,0,297.270876,46.928417
Kepler-1621 b,92.26371400,,,,2.160,0.800,-0.370,1.15,1.24,6158.00,0,297.588518,43.841221
Kepler-1622 b,10.81187370,,,,1.470,0.680,-0.270,1.31,1.50,6436.00,0,297.328910,47.815472
Kepler-1623 b,4.36128348,,,,1.310,0.310,-0.180,1.00,1.00,5772.00,0,294.082695,39.556103
Kepler-1624 b,3.29030452,,,,5.700,0.390,-0.460,0.50,0.47,3636.00,0,292.579860,37.376411
Kepler-1625 b,287.37894900,,,,6.060,0.870,-0.530,0.96,0.94,5677.00,0,295.429347,39.886547
Kepler-1626 b,4.13962966,,,,2.020,0.660,-0.430,1.51,1.85,6826.00,0,296.500445,40.721230
Kepler-1627 b,7.20283653,,,,3.690,0.490,-0.410,0.87,0.84,5445.00,0,284.056684,41.576733
Kepler-1628 b,76.37803300,,,,6.430,0.940,-0.510,0.55,0.52,3724.00,0,281.633700,43.411579
Kepler-1629 b,3.87595807,,,,0.770,0.150,-0.080,1.01,1.01,5776.00,0,280.206621,43.774297
Kepler-1631 b,4.09513932,,,,1.350,0.200,-0.150,0.97,0.95,5679.00,0,294.632570,43.807671
Kepler-1632 b,448.30355800,,,,2.470,0.840,-0.350,1.12,1.19,6137.00,0,294.494859,43.913620
Kepler-1633 b,186.40427100,,,,1.580,0.650,-0.250,1.20,1.32,6256.00,0,288.515202,44.923225
Kepler-1635 b,469.63111000,,,,3.640,0.330,-0.670,0.89,0.85,5347.00,0,285.348993,45.556183
Kepler-1636 b,425.47785000,,,,3.230,0.760,-0.350,1.01,1.02,5797.00,0,294.057625,46.441031
Kepler-1637 b,6.10960324,,,,0.890,0.180,-0.090,1.02,1.02,5789.00,0,282.236848,48.154297
Kepler-1638 b,259.33683000,,,,1.870,0.330,-0.220,0.97,0.95,5710.00,0,295.482407,48.524445
Kepler-1640 b,7.58441260,,,,4.820,2.480,-0.800,1.27,1.43,6324.00,0,294.557890,40.850498
Kepler-1641 b,19.67226600,,,,3.110,1.130,-0.580,1.12,1.19,6152.00,0,296.359440,41.574532
Kepler-1641 c,32.65721200,,,,2.950,0.980,-0.490,1.12,1.19,6152.00,0,296.359440,41.574532
Kepler-1642 b,12.20575130,,,,3.200,0.340,-0.250,0.88,0.84,5355.00,0,297.212160,43.643719
Kepler-1643 b,5.34264507,,,,2.300,0.250,-0.150,0.92,0.88,5508.00,0,300.431000,44.751011
Kepler-1644 b,21.09077580,,,,1.880,0.520,-0.160,0.89,0.86,5499.00,0,285.475055,48.034935
Kepler-1645 b,16.17795610,,,,1.780,0.430,-0.200,1.02,1.02,5812.00,0,297.479473,48.418571
Kepler-731 b,3.85560355,,,,13.880,3.180,-1.520,1.03,1.06,5849.00,0,296.393174,45.568558
Kepler-732 c,0.89304124,,,,1.270,0.070,-0.100,0.49,0.46,3631.00,0,283.732021,45.958771
Kepler-733 b,20.83424726,,,,2.820,0.460,-0.190,0.90,0.86,5418.00,0,293.018285,45.914692
Kepler-255 d,1.04562266,,,,1.320,0.140,-0.100,0.97,0.93,5573.00,0,296.064233,45.976841
Kepler-734 b,6.10485286,,,,3.560,0.140,-0.130,0.85,0.78,5326.00,0,297.045638,46.027363
Kepler-712 c,226.89047000,,,,4.850,0.260,-0.410,0.84,0.78,5148.00,0,294.909734,42.935261
Kepler-713 b,7.41114100,,,,2.480,0.500,-0.290,0.98,0.99,5785.00,0,295.651502,43.029831
Kepler-715 b,10.00652995,,,,3.750,0.830,-0.500,1.04,1.04,5871.00,0,283.630767,43.379398
Kepler-716 b,10.37168453,,,,2.900,0.350,-0.170,0.83,0.78,5099.00,0,290.393214,43.363899
Kepler-717 b,4.40840023,,,,2.420,0.250,-0.350,0.88,0.85,5485.00,0,292.965535,43.346390
Kepler-719 b,5.00731778,,,,8.520,1.830,-0.900,0.99,0.98,5777.00,0,295.536136,43.884453
Kepler-720 b,4.70832654,,,,8.410,1.610,-0.800,0.95,0.92,5618.00,0,298.635649,44.170944
Kepler-721 b,5.39202539,,,,2.640,0.140,-0.140,0.82,0.78,5075.00,0,284.430506,44.480534
Kepler-722 b,4.09357325,,,,2.630,0.710,-0.290,1.03,1.05,5863.00,0,290.263285,44.556450
Kepler-723 b,4.08227507,,,,12.190,1.580,-0.790,0.92,0.89,5539.00,0,284.830468,44.658142
Kepler-724 b,3.31494634,,,,3.290,0.400,-0.230,0.90,0.86,5437.00,0,293.454838,44.792797
Kepler-725 b,39.64317811,,,,10.630,0.850,-0.590,0.88,0.84,5363.00,0,283.977492,44.811562
Kepler-726 b,21.80451088,,,,3.260,0.320,-0.350,0.88,0.85,5452.00,0,291.717311,44.887306
Kepler-728 b,5.74347727,,,,3.340,0.450,-0.260,0.95,0.93,5660.00,0,291.092356,45.115528
Kepler-729 b,3.16635371,,,,3.580,0.420,-0.250,0.94,0.91,5633.00,0,286.360112,45.414295
Kepler-730 b,6.49168426,,,,9.210,2.550,-0.810,1.00,1.01,5726.00,0,285.554804,45.578857
Kepler-736 b,3.60147201,,,,2.930,0.170,-0.530,0.86,0.81,5217.00,0,285.391321,46.180939
Kepler-737 b,28.59915399,,,,1.960,0.110,-0.110,0.51,0.48,3813.00,0,291.862847,46.429256
Kepler-738 b,24.58721573,,,,2.500,0.200,-0.170,0.86,0.82,5327.00,0,287.569664,46.567859
Kepler-739 b,12.53248465,,,,3.320,0.490,-0.290,0.93,0.90,5601.00,0,290.067985,46.579140
Kepler-741 b,7.03902374,,,,2.970,1.010,-0.350,1.16,1.24,6129.00,0,289.431703,46.617531
Kepler-742 b,8.36086824,,,,3.240,0.110,-0.170,0.76,0.71,4642.00,0,283.866019,46.789589
OGLE-TR-111 b,4.01444630,,,,11.422,0.291,-0.291,0.85,0.83,5040.00,0,163.324625,-61.405639
K2-35 b,5.60835200,,,,1.930,0.130,-0.110,0.70,0.62,4402.71,0,170.103088,1.285956
K2-35 c,2.39996400,,,,1.320,0.080,-0.080,0.70,0.62,4402.71,0,170.103088,1.285956
K2-36 b,1.42266000,,,,1.320,0.090,-0.090,0.80,0.74,4924.00,0,169.449066,3.866393
K2-36 c,5.34059000,,,,2.800,0.430,-0.310,0.80,0.74,4924.00,0,169.449066,3.866393
K2-37 b,4.44117000,,,,1.610,0.170,-0.170,0.90,0.85,5413.00,0,243.451004,-24.787062
K2-37 c,6.42904000,,,,2.750,0.270,-0.270,0.90,0.85,5413.00,0,243.451004,-24.787062
K2-37 d,14.09189000,,,,2.730,0.360,-0.360,0.90,0.85,5413.00,0,243.451004,-24.787062
Kepler-744 b,12.06222443,,,,1.620,0.120,-0.090,0.94,0.93,5594.00,0,296.496136,47.182865
Kepler-743 b,3.17926292,,,,1.210,0.030,-0.050,0.94,0.85,5486.00,0,295.574168,42.806436
Kepler-746 b,3.48159251,,,,1.110,0.130,-0.090,0.91,0.93,5418.00,0,290.682243,37.355117
Kepler-747 b,35.61760587,,,,5.270,0.290,-0.280,0.82,0.78,5096.00,0,288.416503,41.029804
Kepler-748 b,7.40742793,,,,2.520,0.650,-0.290,1.07,1.10,5934.00,0,292.262899,37.236992
Kepler-750 b,9.42887179,,,,3.070,1.060,-0.400,1.15,1.23,6160.00,0,289.096874,44.004379
Kepler-750 c,4.08899022,,,,1.620,0.650,-0.220,1.15,1.23,6160.00,0,289.096874,44.004379
K2-21 b,9.32503800,,,,1.840,0.100,-0.100,0.68,0.65,4222.06,0,340.303680,-14.488987
K2-21 c,15.50192000,,,,2.490,0.170,-0.190,0.68,0.65,4222.06,0,340.303680,-14.488987
Kepler-751 b,17.44490636,,,,2.460,0.230,-0.180,0.87,0.84,5387.00,0,294.843831,44.077686
Kepler-752 b,18.82747265,,,,2.810,0.260,-0.210,0.87,0.83,5373.00,0,292.268128,37.955654
Kepler-753 b,5.74772501,,,,1.910,0.250,-0.090,0.68,0.65,4346.00,0,291.903273,37.902288
Kepler-754 b,14.55962370,,,,2.010,0.480,-0.260,1.06,1.08,5935.00,0,293.254104,37.846192
Kepler-755 b,1.26909037,,,,1.760,0.060,-0.310,0.82,0.77,5043.00,0,296.860998,41.097338
Kepler-755 c,2.85313364,,,,1.260,0.050,-0.050,0.82,0.77,5043.00,0,296.860998,41.097338
Kepler-756 b,1.22486632,,,,1.120,0.090,-0.100,0.82,0.79,5282.00,0,290.607939,41.201093
Kepler-757 b,1.02267882,,,,1.360,0.460,-0.220,1.08,1.13,6014.00,0,296.680438,41.386515
Kepler-758 b,12.10971040,,,,2.480,0.550,-0.400,1.16,1.42,6228.00,0,293.084606,41.135436
Kepler-758 c,4.75793986,,,,1.690,0.370,-0.290,1.16,1.42,6228.00,0,293.084606,41.135436
Kepler-237 c,8.10363600,,,,2.080,1.100,-1.100,0.70,0.72,4861.00,0,283.221387,40.421834
Kepler-238 b,2.09087600,,,,1.730,0.400,-0.400,1.06,1.43,5751.00,0,287.897113,40.637815
Kepler-238 c,6.15555700,,,,2.390,0.450,-0.450,1.06,1.43,5751.00,0,287.897113,40.637815
Kepler-238 d,13.23354900,,,,3.070,0.570,-0.570,1.06,1.43,5751.00,0,287.897113,40.637815
Kepler-239 b,11.76305100,,,,2.330,0.150,-0.150,0.74,0.76,4914.00,0,294.202137,40.663406
Kepler-239 c,56.22809800,,,,2.510,0.420,-0.420,0.74,0.76,4914.00,0,294.202137,40.663406
Kepler-240 b,4.14449500,,,,1.370,0.560,-0.560,,0.74,4985.00,0,291.158774,40.750263
Kepler-240 c,7.95352800,,,,2.200,0.890,-0.890,,0.74,4985.00,0,291.158774,40.750263
Kepler-241 b,12.71809200,,,,2.330,1.030,-1.030,,0.67,4699.00,0,292.913118,41.060921
Kepler-241 c,36.06597800,,,,2.570,1.110,-1.110,,0.67,4699.00,0,292.913118,41.060921
Kepler-242 b,8.20395000,,,,2.610,1.600,-1.600,,0.85,5020.00,0,286.565695,41.808403
Kepler-243 b,5.71544200,,,,2.450,1.160,-1.160,0.89,0.84,5228.00,0,285.110470,42.033958
Kepler-243 c,20.02621800,,,,1.990,0.970,-0.970,0.89,0.84,5228.00,0,285.110470,42.033958
Kepler-244 b,4.31179200,,,,2.760,1.160,-1.160,,0.80,5554.00,0,287.242680,42.301369
K2-6 b,30.94191000,,,,2.500,0.880,-0.880,0.97,0.96,5850.00,0,178.192261,-1.198477
